,age,employ,address,income,debtinc,creddebt,othdebt,ed,default
415,30.0,8,4,56.0,6.4,0.333312,3.250688,2.0,0
416,31.0,1,1,,4.5,0.21708,0.86292,1.0,0
417,43.0,4,2,29.0,4.6,0.05336,1.28064,1.0,0
418,32.0,11,4,57.0,23.8,5.439966,8.126034,2.0,1
419,47.0,19,7,50.0,30.1,3.17555,11.87445,1.0,0
420,46.0,1,15,21.0,14.8,1.376844,1.731156,1.0,1
421,43.0,16,10,83.0,4.1,0.258628,3.144372,2.0,0
422,48.0,3,7,24.0,7.0,0.7644,0.9156,1.0,0
423,30.0,8,7,61.0,2.8,0.549976,1.158024,3.0,0
424,23.0,0,4,32.0,18.4,0.818432,5.069568,4.0,1
425,36.0,8,0,32.0,1.6,0.024576,0.487424,4.0,0
426,20.0,0,1,17.0,2.3,0.043792,0.347208,,0
427,43.0,16,7,89.0,0.4,0.159488,0.196512,1.0,0
428,23.0,2,1,25.0,4.5,0.12375,1.00125,1.0,1
429,41.0,21,2,76.0,20.5,6.94868,8.63132,1.0,0
430,34.0,12,5,,25.1,7.817144,9.250856,1.0,1
431,50.0,11,5,36.0,4.8,0.834624,0.893376,1.0,0
432,40.0,9,4,64.0,6.6,0.789888,3.434112,1.0,0
433,29.0,0,8,22.0,12.9,1.038708,1.799292,2.0,1
434,,9,16,56.0,18.7,4.76476,5.70724,2.0,0
435,24.0,1,2,42.0,5.7,0.8379,1.5561,2.0,0
436,27.0,0,5,16.0,1.1,0.130416,0.045584,1.0,0
437,40.0,18,14,157.0,6.6,3.326202,7.035798,3.0,0
438,32.0,8,2,45.0,3.7,0.98235,0.68265,2.0,0
439,39.0,16,12,53.0,3.7,0.694194,1.266806,2.0,0
440,40.0,22,1,100.0,14.6,5.402,9.198,1.0,0
441,32.0,10,11,42.0,9.1,1.540266,2.281734,1.0,0
442,39.0,23,1,75.0,18.9,3.132675,11.042325,1.0,0
443,24.0,3,3,21.0,28.9,2.682498,3.386502,1.0,1
444,43.0,18,14,446.0,6.5,16.03147,12.95853,4.0,1
445,56.0,11,20,59.0,15.0,4.6728,4.1772,1.0,0
446,32.0,5,9,23.0,4.5,0.326025,0.708975,3.0,0
447,42.0,7,12,,10.2,1.62945,0.92055,1.0,0
448,46.0,3,13,43.0,13.2,3.042336,2.633664,3.0,1
449,31.0,2,2,22.0,16.4,1.739056,1.868944,,1
450,43.0,25,16,242.0,2.6,1.63592,4.65608,1.0,0
451,28.0,6,9,22.0,11.5,0.65021,1.87979,2.0,0
452,39.0,11,17,39.0,12.9,2.560779,2.470221,3.0,0
453,39.0,0,8,39.0,7.9,1.066026,2.014974,1.0,0
454,37.0,1,14,33.0,16.1,2.693691,2.619309,4.0,1
455,30.0,0,11,17.0,12.0,0.30396,1.73604,1.0,0
456,37.0,9,16,177.0,5.9,0.887655,9.555345,5.0,0
457,22.0,4,3,14.0,17.5,0.2254,2.2246,1.0,0
458,50.0,1,26,26.0,14.3,1.851564,1.866436,1.0,0
459,30.0,10,2,19.0,4.4,0.336072,0.499928,1.0,0
460,39.0,8,0,21.0,4.0,0.27636,0.56364,1.0,0
461,21.0,0,2,21.0,12.5,0.48825,2.13675,2.0,1
462,31.0,9,2,28.0,2.6,0.121576,0.606424,3.0,0
463,31.0,9,1,30.0,5.8,0.60204,1.13796,2.0,0
464,48.0,0,23,30.0,22.3,2.66262,4.02738,1.0,0
465,28.0,4,1,16.0,23.8,1.08528,2.72272,1.0,0
466,47.0,16,26,221.0,17.6,15.791776,23.104224,3.0,1
467,27.0,6,1,34.0,4.4,0.237864,1.258136,2.0,0
468,29.0,6,10,65.0,18.4,1.98536,9.97464,2.0,0
469,21.0,2,0,20.0,4.5,0.2907,0.6093,2.0,1
470,29.0,7,5,20.0,19.8,1.00584,2.95416,3.0,1
471,24.0,0,3,29.0,6.6,0.589512,1.324488,4.0,1
472,44.0,12,3,,9.7,0.357833,2.649167,1.0,0
473,22.0,1,0,,4.4,0.270072,0.521928,1.0,0
474,38.0,13,0,59.0,2.4,0.407808,1.008192,2.0,0
475,52.0,12,16,76.0,7.7,0.99484,4.85716,2.0,0
476,25.0,3,2,18.0,16.3,0.35208,2.58192,1.0,1
477,25.0,5,5,22.0,10.9,0.402864,1.995136,1.0,0
478,51.0,27,21,166.0,11.5,0.82087,18.26913,2.0,0
479,38.0,21,16,58.0,16.5,4.58403,4.98597,1.0,0
480,44.0,9,20,33.0,5.2,0.545688,1.170312,1.0,0
481,24.0,2,3,26.0,9.7,0.887744,1.634256,2.0,1
482,34.0,5,3,33.0,7.3,0.778107,1.630893,1.0,0
483,25.0,6,2,26.0,4.5,0.0702,1.0998,2.0,0
484,45.0,5,17,94.0,10.5,3.61242,6.25758,3.0,1
485,34.0,4,10,25.0,5.8,0.56985,0.88015,2.0,0
486,27.0,2,8,23.0,5.7,0.319884,0.991116,4.0,1
487,33.0,10,13,57.0,20.9,6.111369,5.801631,2.0,1
488,35.0,0,16,22.0,15.0,1.9701,1.3299,2.0,1
489,50.0,15,31,60.0,1.1,0.46794,0.19206,2.0,0
490,33.0,13,13,42.0,3.6,0.228312,1.283688,1.0,0
491,41.0,13,13,,25.2,2.316132,20.615868,3.0,1
492,28.0,0,2,28.0,33.3,2.28438,7.03962,1.0,1
493,38.0,12,14,63.0,16.0,5.71536,4.36464,3.0,1
494,25.0,3,2,16.0,17.8,1.01104,1.83696,1.0,1
495,47.0,4,9,33.0,7.1,1.19493,1.14807,2.0,1
496,30.0,12,9,98.0,7.2,2.935296,4.120704,,0
497,44.0,12,5,86.0,13.0,1.47576,9.70424,2.0,0
498,25.0,0,2,18.0,18.9,0.513702,2.888298,1.0,1
499,41.0,6,0,36.0,19.5,4.51386,2.50614,2.0,1
500,22.0,0,1,18.0,7.7,0.47817,0.90783,3.0,0
501,35.0,3,11,40.0,17.2,1.80256,5.07744,2.0,1
502,42.0,6,23,190.0,7.8,3.15666,11.66334,5.0,0
503,38.0,3,19,23.0,14.7,0.831726,2.549274,1.0,0
504,23.0,1,3,18.0,18.7,0.885258,2.480742,2.0,1
505,28.0,2,5,30.0,19.9,1.52235,4.44765,3.0,0
506,52.0,19,25,,4.7,0.397385,3.785615,1.0,0
507,25.0,9,2,20.0,3.5,0.105,0.595,1.0,0
508,28.0,1,4,16.0,14.7,0.573888,1.778112,2.0,0
509,43.0,19,11,79.0,7.5,0.7821,5.1429,1.0,0
510,24.0,3,1,24.0,19.1,2.172816,2.411184,2.0,0
511,34.0,13,7,52.0,9.2,1.497392,3.286608,3.0,0
512,29.0,6,9,25.0,4.2,0.58485,0.46515,2.0,0
513,31.0,6,9,21.0,8.3,0.728574,1.014426,1.0,0
514,42.0,14,1,48.0,8.6,1.201248,2.926752,2.0,1
515,49.0,11,1,51.0,15.0,0.54315,7.10685,2.0,0
516,39.0,22,9,73.0,14.3,3.726723,6.712277,1.0,0
517,45.0,0,19,22.0,4.2,0.030492,0.893508,3.0,0
518,41.0,7,22,32.0,2.9,0.072384,0.855616,1.0,0
519,29.0,9,0,46.0,1.6,0.241408,0.494592,2.0,0
520,35.0,7,5,38.0,15.1,1.382858,4.355142,3.0,0
521,27.0,5,6,25.0,6.8,0.7055,0.9945,2.0,0
522,28.0,4,7,19.0,4.1,0.286672,0.492328,1.0,0
523,48.0,17,22,66.0,3.2,1.46784,0.64416,1.0,0
524,24.0,2,5,18.0,6.0,0.52812,0.55188,1.0,0
525,31.0,6,12,33.0,4.2,0.14553,1.24047,1.0,0
526,43.0,10,9,69.0,6.4,0.410688,4.005312,1.0,0
527,42.0,3,10,24.0,10.6,0.666528,1.877472,1.0,0
528,51.0,31,14,249.0,7.8,4.27284,15.14916,2.0,0
529,22.0,4,3,19.0,23.1,1.88727,2.50173,1.0,1
530,37.0,6,10,31.0,11.7,1.701063,1.925937,,1
531,22.0,1,3,,13.8,1.97685,1.47315,3.0,1
532,49.0,2,13,20.0,16.9,0.37856,3.00144,2.0,1
533,29.0,9,8,30.0,8.2,0.15498,2.30502,1.0,0
534,42.0,2,16,30.0,9.7,1.47246,1.43754,1.0,0
535,34.0,15,0,67.0,13.2,3.741012,5.102988,1.0,0
536,34.0,9,7,27.0,1.7,0.295137,0.163863,2.0,0
537,32.0,5,5,43.0,15.0,1.806,4.644,2.0,1
538,42.0,18,23,66.0,9.6,1.641024,4.694976,2.0,0
539,24.0,3,0,14.0,16.1,0.838488,1.415512,1.0,1
540,34.0,16,9,48.0,7.6,1.473792,2.174208,1.0,0
541,26.0,10,2,32.0,4.7,0.126336,1.377664,1.0,0
542,30.0,12,9,68.0,20.1,2.856612,10.811388,2.0,0
543,32.0,4,3,16.0,28.5,0.89376,3.66624,1.0,1
544,38.0,13,18,25.0,5.7,0.343425,1.081575,3.0,0
545,43.0,10,24,37.0,8.5,0.676175,2.468825,2.0,0
546,31.0,9,8,53.0,13.5,1.194885,5.960115,2.0,0
547,,10,18,123.0,17.3,3.021618,18.257382,4.0,0
548,37.0,4,11,20.0,21.7,0.1736,4.1664,2.0,1
549,41.0,12,11,,26.5,4.99101,17.79899,3.0,1
550,32.0,0,4,20.0,3.0,0.2634,0.3366,1.0,1
551,22.0,0,1,35.0,9.0,0.7812,2.3688,2.0,1
552,32.0,12,3,63.0,18.2,5.549544,5.916456,2.0,0
553,,17,23,41.0,9.5,0.455715,3.439285,2.0,0
554,40.0,21,21,46.0,6.2,0.966828,1.885172,1.0,0
555,31.0,8,1,22.0,6.7,0.369974,1.104026,1.0,0
556,34.0,7,0,27.0,2.2,0.125334,0.468666,3.0,0
557,52.0,13,17,234.0,7.7,7.38738,10.63062,4.0,0
558,28.0,2,2,17.0,2.5,0.199325,0.225675,1.0,1
559,38.0,15,18,63.0,13.4,5.090526,3.351474,3.0,0
560,33.0,10,4,26.0,3.1,0.030628,0.775372,2.0,0
561,39.0,9,12,32.0,6.6,1.429824,0.682176,2.0,0
562,47.0,23,11,115.0,4.0,0.6532,3.9468,3.0,0
563,36.0,11,8,49.0,1.3,0.272636,0.364364,2.0,0
564,29.0,7,2,84.0,13.6,6.91152,4.51248,3.0,1
565,48.0,14,10,59.0,16.5,4.935645,4.799355,4.0,1
566,38.0,12,18,64.0,5.8,0.894592,2.817408,3.0,0
567,46.0,9,26,15.0,4.3,0.014835,0.630165,2.0,0
568,27.0,5,4,42.0,19.9,2.707992,5.650008,3.0,1
569,54.0,18,34,114.0,8.5,3.2946,6.3954,1.0,0
570,27.0,0,0,,12.7,1.419225,1.755775,4.0,1
571,23.0,1,0,17.0,1.6,0.011696,0.260304,1.0,0
572,41.0,23,2,91.0,13.7,0.573482,11.893518,1.0,0
573,24.0,3,5,15.0,11.3,0.072885,1.622115,1.0,1
574,28.0,9,0,22.0,27.7,5.283498,0.810502,1.0,1
575,26.0,0,0,14.0,10.5,0.25578,1.21422,1.0,0
576,24.0,8,0,17.0,5.6,0.569296,0.382704,1.0,1
577,49.0,22,4,79.0,7.3,0.28835,5.47865,2.0,0
578,28.0,3,1,36.0,8.6,0.383904,2.712096,2.0,0
579,38.0,6,17,18.0,13.0,0.13104,2.20896,1.0,0
580,33.0,2,9,37.0,4.5,0.834165,0.830835,2.0,0
581,26.0,8,4,25.0,4.7,0.210325,0.964675,1.0,0
582,36.0,9,1,40.0,9.8,1.97568,1.94432,1.0,0
583,37.0,16,14,50.0,36.6,7.32,10.98,3.0,1
584,25.0,0,1,18.0,33.4,2.801592,3.210408,4.0,1
585,29.0,9,2,33.0,4.8,0.693792,0.890208,1.0,0
586,27.0,8,4,38.0,6.9,0.364458,2.257542,2.0,0
587,45.0,17,0,62.0,15.0,2.4366,6.8634,1.0,0
588,37.0,9,8,57.0,5.5,1.357455,1.777545,1.0,0
589,29.0,3,6,26.0,6.1,0.537654,1.048346,2.0,1
590,51.0,10,1,44.0,13.2,4.960032,0.847968,1.0,1
591,22.0,0,0,23.0,8.4,0.372876,1.559124,3.0,1
592,30.0,7,10,30.0,15.7,0.26376,4.44624,4.0,0
593,31.0,7,2,20.0,12.3,0.1107,2.3493,1.0,0
594,28.0,2,0,18.0,14.8,1.939392,0.724608,1.0,1
595,35.0,10,16,,5.7,0.217854,2.005146,1.0,0
596,25.0,1,1,34.0,8.5,0.13294,2.75706,4.0,1
597,32.0,5,0,28.0,14.8,2.594144,1.549856,2.0,1
598,33.0,2,10,24.0,9.6,1.041408,1.262592,1.0,0
599,28.0,3,4,41.0,25.1,5.896743,4.394257,2.0,1
600,46.0,4,17,73.0,5.4,2.223288,1.718712,3.0,0
601,41.0,24,12,83.0,14.0,6.58854,5.03146,1.0,0
602,42.0,11,5,73.0,6.8,2.869192,2.094808,2.0,0
603,41.0,9,13,47.0,5.0,0.4371,1.9129,4.0,0
604,26.0,3,5,29.0,25.7,2.526567,4.926433,1.0,1
605,47.0,27,8,113.0,9.2,2.380684,8.015316,1.0,0
606,29.0,1,3,18.0,25.6,1.98144,2.62656,1.0,1
607,34.0,3,14,36.0,4.7,0.624348,1.067652,1.0,0
608,36.0,7,2,43.0,6.2,1.03974,1.62626,1.0,0
609,38.0,7,4,64.0,3.0,0.65088,1.26912,2.0,0
610,41.0,4,14,26.0,19.2,1.47264,3.51936,2.0,1
611,46.0,9,23,31.0,13.8,1.617084,2.660916,1.0,0
612,40.0,3,15,55.0,16.5,1.751475,7.323525,3.0,1
613,44.0,17,0,129.0,2.5,0.551475,2.673525,2.0,0
614,35.0,10,15,39.0,10.4,1.60212,2.45388,3.0,0
615,36.0,20,15,,5.4,1.05624,2.18376,1.0,0
616,28.0,0,3,30.0,4.8,0.12096,1.31904,1.0,1
617,29.0,6,7,18.0,5.1,0.44982,0.46818,2.0,1
618,23.0,3,3,22.0,11.4,1.274064,1.233936,2.0,1
619,41.0,7,17,63.0,15.4,4.637556,5.064444,2.0,0
620,25.0,1,1,,6.9,0.190095,1.120905,1.0,0
621,45.0,2,19,29.0,5.4,0.443178,1.122822,2.0,0
622,48.0,30,14,148.0,7.2,3.974688,6.681312,2.0,0
623,38.0,18,7,45.0,7.0,0.5355,2.6145,1.0,0
624,29.0,6,4,,5.4,1.169964,1.314036,1.0,0
625,42.0,15,8,186.0,3.6,2.403864,4.292136,4.0,0
626,31.0,11,12,47.0,10.9,2.863757,2.259243,1.0,0
627,40.0,3,13,23.0,6.9,0.409446,1.177554,1.0,0
628,26.0,2,6,21.0,19.8,1.022868,3.135132,1.0,0
629,25.0,6,6,22.0,20.2,2.261996,2.182004,1.0,0
630,53.0,7,11,61.0,7.9,1.874591,2.944409,4.0,0
631,50.0,18,27,102.0,14.1,5.781564,8.600436,3.0,0
632,47.0,31,9,136.0,23.1,14.231448,17.184552,1.0,1
633,23.0,1,0,21.0,8.4,1.210104,0.553896,1.0,1
634,37.0,12,8,83.0,4.1,0.319882,3.083118,3.0,0
635,41.0,24,15,100.0,11.5,5.06,6.44,1.0,0
636,28.0,0,7,29.0,13.3,2.148349,1.708651,2.0,1
637,31.0,7,11,41.0,30.7,2.995706,9.591294,1.0,1
638,41.0,6,1,19.0,6.3,0.124488,1.072512,2.0,0
639,36.0,7,17,40.0,9.9,1.69488,2.26512,1.0,0
640,41.0,1,16,19.0,4.4,0.241604,0.594396,1.0,0
641,53.0,16,31,44.0,5.6,1.333024,1.130976,2.0,0
642,31.0,6,5,25.0,11.5,2.331625,0.543375,2.0,0
643,28.0,5,6,25.0,2.9,0.338575,0.386425,2.0,0
644,48.0,28,25,70.0,12.0,4.3344,4.0656,1.0,0
645,23.0,0,1,42.0,3.9,1.018836,0.619164,2.0,1
646,31.0,11,6,34.0,6.8,0.298248,2.013752,1.0,0
647,27.0,6,6,43.0,4.9,0.882833,1.224167,1.0,0
648,43.0,11,17,37.0,1.3,0.179894,0.301106,1.0,0
649,29.0,5,7,28.0,18.7,2.125816,3.110184,2.0,0
650,53.0,6,7,27.0,6.4,0.594432,1.133568,1.0,1
651,38.0,4,9,19.0,13.6,1.245488,1.338512,1.0,0
652,30.0,12,10,38.0,8.5,0.17119,3.05881,1.0,0
653,28.0,2,0,20.0,9.4,0.23312,1.64688,3.0,1
654,36.0,11,2,33.0,32.5,1.26555,9.45945,1.0,0
655,48.0,15,5,60.0,2.1,0.3213,0.9387,1.0,0
656,31.0,12,9,24.0,6.6,0.441936,1.142064,1.0,0
657,35.0,16,10,57.0,10.5,1.143135,4.841865,1.0,0
658,50.0,4,4,23.0,12.5,0.140875,2.734125,1.0,0
659,42.0,12,9,55.0,15.0,2.53275,5.71725,2.0,0
660,40.0,2,3,28.0,7.1,0.184884,1.803116,1.0,0
661,37.0,0,13,31.0,0.9,0.118017,0.160983,2.0,1
662,31.0,6,8,54.0,2.8,0.402192,1.109808,3.0,0
663,38.0,11,13,35.0,8.0,1.2656,1.5344,1.0,0
664,35.0,15,1,77.0,10.6,5.501188,2.660812,1.0,0
665,44.0,24,10,101.0,5.6,2.992024,2.663976,1.0,0
666,44.0,21,14,113.0,13.2,3.192024,11.723976,2.0,0
667,33.0,0,12,23.0,0.9,0.077418,0.129582,1.0,0
668,35.0,7,14,29.0,4.9,0.264306,1.156694,1.0,0
669,36.0,10,4,43.0,13.0,0.96148,4.62852,3.0,0
670,23.0,3,4,24.0,6.3,0.55188,0.96012,2.0,0
671,27.0,0,7,18.0,12.8,0.582912,1.721088,1.0,0
672,34.0,6,1,,1.2,0.04248,0.19752,1.0,0
673,35.0,0,5,34.0,11.1,1.369962,2.404038,1.0,1
674,24.0,4,4,20.0,3.7,0.32412,0.41588,2.0,0
675,48.0,30,8,101.0,6.4,1.87456,4.58944,2.0,0
676,26.0,8,1,40.0,11.8,0.44368,4.27632,2.0,0
677,40.0,6,9,36.0,2.1,0.390852,0.365148,1.0,1
678,34.0,9,8,48.0,9.3,0.419616,4.044384,1.0,0
679,35.0,17,4,42.0,3.0,0.09324,1.16676,1.0,0
680,30.0,7,2,33.0,25.4,1.165098,7.216902,1.0,1
681,20.0,4,0,14.0,9.7,0.200984,1.157016,1.0,1
682,36.0,1,17,30.0,11.5,0.3243,3.1257,4.0,0
683,21.0,1,1,16.0,6.3,0.14112,0.86688,1.0,0
684,34.0,18,10,53.0,10.5,0.840315,4.724685,1.0,0
685,35.0,7,5,39.0,16.1,1.701609,4.577391,1.0,1
686,35.0,1,4,20.0,7.9,0.8532,0.7268,3.0,0
687,34.0,10,1,33.0,10.3,2.501664,0.897336,1.0,1
688,33.0,12,12,68.0,10.8,1.365984,5.978016,1.0,0
689,30.0,4,2,18.0,10.7,0.227268,1.698732,1.0,0
690,24.0,0,5,16.0,7.3,0.024528,1.143472,2.0,0
691,47.0,31,8,253.0,7.2,9.308376,8.907624,1.0,0
692,,0,26,,28.9,2.754459,5.048541,1.0,1
693,22.0,0,2,20.0,4.7,0.21902,0.72098,3.0,0
694,48.0,6,1,66.0,12.1,2.31594,5.67006,2.0,0
695,36.0,6,15,27.0,4.6,0.262062,0.979938,2.0,1
696,29.0,6,4,21.0,11.5,0.369495,2.045505,2.0,0
697,33.0,15,3,32.0,7.6,0.491264,1.940736,1.0,0
698,45.0,19,22,77.0,8.4,2.302608,4.165392,1.0,0
699,37.0,12,14,,14.7,2.994684,3.473316,1.0,0
